Student_ID,Name,Gender,Age,Department,Semester,Attendance_Percentage,Internal_Marks,External_Marks,City,Email
1326,Student_326,Female,21,CE,4,84.13,17.19,71.56,,student326@college.edu
1327,Student_327,Male,22,ME,8,61.78,10.12,,Kolkata,student327@college.edu
1328,Student_328,Male,23,CE,6,97.18,13.14,67.66,Chennai,student328@college.edu
1329,Student_329,Female,23,IT,4,93.56,,33.28,Pune,student329@college.edu
1330,Student_330,Female,18,IT,6,64.47,9.53,34.61,Delhi,student330@college.edu
1331,Student_331,Male,20,EEE,6,89.16,17.04,37.18,Delhi,student331@college.edu
1332,Student_332,Male,18,EEE,3,,18.95,45.53,Bangalore,student332@college.edu
1333,Student_333,Female,22,CE,4,99.33,6.81,45.98,Bangalore,student333@college.edu
1334,Student_334,Male,21,CSE,8,79.89,14.95,42.27,Kolkata,student334@college.edu
1335,Student_335,Female,21,IT,2,54.1,10.26,29.89,Delhi,student335@college.edu
1336,Student_336,Female,20,CSE,6,82.34,19.49,70.27,Hyderabad,student336@college.edu
1337,Student_337,Male,23,CSE,5,81.25,8.79,48.26,Delhi,student337@college.edu
1338,Student_338,Male,18,CE,5,81.92,22.84,,Pune,student338@college.edu
1339,Student_339,Female,24,CSE,2,65.36,13.62,52.33,Bangalore,student339@college.edu
1340,Student_340,Female,21,IT,5,,,59.92,Hyderabad,student340@college.edu
1341,Student_341,Male,22,ME,1,97.97,13.76,72.45,Bangalore,student341@college.edu
1342,Student_342,Female,19,EEE,6,60.89,13.17,42.47,Bangalore,student342@college.edu
1343,Student_343,Male,17,ME,2,54.41,13.58,17.29,Bangalore,student343@college.edu
1344,Student_344,Female,17,CSE,4,59.73,16.71,38.65,Delhi,student344@college.edu
1345,Student_345,Male,17,ME,6,91.03,15.42,41.13,Mumbai,student345@college.edu
1346,Student_346,Male,24,IT,2,83.83,8,68.3,Delhi,student346@college.edu
1347,Student_347,Male,23,IT,3,81.8,6.31,,Bangalore,student347@college.edu
1348,Student_348,Female,18,CSE,8,70.09,19.59,71.97,Hyderabad,student348@college.edu
1349,Student_349,Female,20,CE,4,78.89,16.19,41.53,Delhi,student349@college.edu
1350,Student_350,Male,24,ME,8,65.39,,73.3,Bangalore,student350@college.edu
1351,Student_351,Female,24,CE,3,73.86,21.17,10.53,Bangalore,student351@college.edu
1352,Student_352,Male,21,CE,6,89.65,12.76,68.42,Delhi,student352@college.edu
1353,Student_353,Male,19,ECE,4,99.06,20.92,70.52,Delhi,student353@college.edu
1354,Student_354,Female,24,CSE,8,96.62,11.12,72.47,Hyderabad,student354@college.edu
1355,Student_355,Female,22,EEE,5,96.69,6.46,10.85,Delhi,student355@college.edu
1356,Student_356,Male,19,IT,8,70.11,23.65,21.16,Kolkata,student356@college.edu
1357,Student_357,Female,22,IT,2,73.44,12.89,,Pune,student357@college.edu
1358,Student_358,Female,23,CSE,6,85.28,,11.66,Kolkata,student358@college.edu
1359,Student_359,Male,18,EEE,1,96.11,10.58,14.13,Hyderabad,student359@college.edu
1360,Student_360,Male,17,IT,8,57.1,17.93,24.37,Mumbai,student360@college.edu
1361,Student_361,Female,24,CSE,4,65.21,22.47,43.31,Kolkata,student361@college.edu
1362,Student_362,Male,18,IT,4,56.96,5.83,45.48,Bangalore,student362@college.edu
1363,Student_363,Male,23,CE,7,80.6,21.61,12.23,Pune,student363@college.edu
1364,Student_364,Female,20,ME,8,65.32,16.43,21.07,Chennai,student364@college.edu
1365,Student_365,Male,20,ME,6,66.31,17.15,42.48,Pune,student365@college.edu
1366,Student_366,Male,23,IT,6,53.55,15.46,48.61,Kolkata,student366@college.edu
1367,Student_367,Female,22,ECE,3,67.49,,19.65,Chennai,student367@college.edu
1368,Student_368,Female,21,EEE,7,93.12,5.87,,Hyderabad,student368@college.edu
1369,Student_369,Male,21,EEE,8,61.65,10.22,68.79,Pune,student369@college.edu
1370,Student_370,Male,22,EEE,5,84.76,22.52,74.93,Mumbai,student370@college.edu
1371,Student_371,Female,20,CE,3,81.48,20.05,74.17,Chennai,student371@college.edu
1372,Student_372,Female,20,EEE,7,93.17,5.35,67.31,Chennai,student372@college.edu
1373,Student_373,Female,24,ME,8,56.61,15.34,35.65,Pune,student373@college.edu
1374,Student_374,Female,20,CE,8,98.88,15.59,54.63,Kolkata,student374@college.edu
1375,Student_375,Male,18,CSE,3,79.13,,37.08,Chennai,student375@college.edu
1376,Student_376,Female,20,EEE,5,99.77,10.95,52.15,Hyderabad,student376@college.edu
1377,Student_377,Female,19,EEE,7,95.58,18.63,30.11,Pune,student377@college.edu
1378,Student_378,Male,24,CSE,8,61.08,9.16,49.4,Hyderabad,student378@college.edu
1379,Student_379,Female,17,EEE,8,52.81,20.98,44.04,Pune,student379@college.edu
1380,Student_380,Male,20,CSE,7,62.78,21.06,11.59,Hyderabad,student380@college.edu
1381,Student_381,Female,22,CE,1,76.38,13.31,61.4,Kolkata,student381@college.edu
1382,Student_382,Female,17,ME,3,58.58,,,Pune,student382@college.edu
1383,Student_383,Female,18,CSE,3,58.37,10.68,29.06,Bangalore,student383@college.edu
1384,Student_384,Male,22,ECE,4,73.13,14.65,10.39,Mumbai,student384@college.edu
1385,Student_385,Male,17,CSE,5,51.66,19.39,34.45,Kolkata,student385@college.edu
1386,Student_386,Female,22,EEE,2,56.09,12.18,14.11,Hyderabad,student386@college.edu
1387,Student_387,Male,18,CE,1,70.79,17.2,69.38,Pune,student387@college.edu
1388,Student_388,Male,24,IT,7,53.16,12.65,37.02,Kolkata,student388@college.edu
1389,Student_389,Male,19,CE,7,69.84,11.09,39.87,Hyderabad,student389@college.edu
1390,Student_390,Male,18,IT,7,73.7,5.5,32.74,Delhi,student390@college.edu
1391,Student_391,Male,18,CSE,1,72.56,,50.79,Delhi,student391@college.edu
1392,Student_392,Male,22,ME,8,93.46,9.54,60.99,Chennai,student392@college.edu
1393,Student_393,Female,24,ECE,7,76.5,13.13,,Mumbai,student393@college.edu
1394,Student_394,Female,23,CE,7,73.4,22.03,58.63,,student394@college.edu
1395,Student_395,Male,21,EEE,5,70.54,20.97,68.89,Bangalore,student395@college.edu
1396,Student_396,Female,20,IT,6,90.88,10.34,66.13,Hyderabad,student396@college.edu
1397,Student_397,Female,20,EEE,6,94.75,9.89,53.81,Kolkata,student397@college.edu
1398,Student_398,Female,19,ME,4,92.66,9.55,23.95,Pune,student398@college.edu
1399,Student_399,Female,19,IT,4,83.68,11.78,51.45,Kolkata,student399@college.edu
1400,Student_400,Male,20,CE,7,56.87,14.96,42.9,Chennai,student400@college.edu
1401,Student_401,Female,21,CSE,5,63.84,13.77,,Kolkata,student401@college.edu
1402,Student_402,Female,20,EEE,7,52.3,9.37,64.14,Delhi,student402@college.edu
1403,Student_403,Male,23,ME,4,96.54,7.61,58.28,Kolkata,student403@college.edu
1404,Student_404,Male,21,CE,1,83.04,5.25,65.03,Delhi,student404@college.edu
1405,Student_405,Female,19,CE,1,87.32,8.08,14.15,Delhi,student405@college.edu
1406,Student_406,Female,17,CE,8,65.58,19.11,12.06,Mumbai,student406@college.edu
1407,Student_407,Female,22,CE,2,92.28,9.87,26.8,Chennai,student407@college.edu
1408,Student_408,Female,23,IT,6,62.98,14.37,68.54,Bangalore,student408@college.edu
1409,Student_409,Female,23,CE,5,50.08,16.83,63.54,Bangalore,student409@college.edu
1410,Student_410,Female,24,EEE,3,68.82,22.74,54.38,Hyderabad,student410@college.edu
1411,Student_411,Male,19,ME,6,78.54,22.78,55.55,Bangalore,student411@college.edu
1412,Student_412,Female,19,IT,3,73.94,19.91,57.23,Delhi,student412@college.edu
1413,Student_413,Female,18,CE,2,93.1,5.7,71.27,Pune,student413@college.edu
1414,Student_414,Male,23,ECE,2,55.27,16.5,,Chennai,student414@college.edu
1415,Student_415,Male,18,ECE,7,77.69,20.73,50.52,Hyderabad,student415@college.edu
1416,Student_416,Male,18,ME,4,75.65,5.35,53.27,Bangalore,student416@college.edu
1417,Student_417,Male,22,CSE,2,64.07,15.99,23.89,Bangalore,student417@college.edu
1418,Student_418,Female,18,CSE,2,91.11,22.16,52.73,Pune,student418@college.edu
1419,Student_419,Female,21,IT,3,87.64,14.48,37.6,Kolkata,student419@college.edu
1420,Student_420,Female,20,IT,4,86.64,5.08,19.94,Chennai,student420@college.edu
1421,Student_421,Female,17,IT,2,93.81,5.22,62.42,Pune,student421@college.edu
1422,Student_422,Female,19,CSE,6,86.14,13.33,43.17,Bangalore,student422@college.edu
1423,Student_423,Female,21,ECE,8,61.59,8.1,73.53,Chennai,student423@college.edu
1424,Student_424,Male,17,CSE,2,85.28,18.29,28.31,Chennai,student424@college.edu
1425,Student_425,Female,23,EEE,8,65.39,19.18,41.24,Bangalore,student425@college.edu
1426,Student_426,Male,23,CE,4,62.11,8.56,39.12,Kolkata,student426@college.edu
1427,Student_427,Male,23,IT,7,53.65,22.77,17.85,Kolkata,student427@college.edu
1428,Student_428,Female,21,ECE,5,87.2,13.84,,Bangalore,student428@college.edu
1429,Student_429,Male,21,ME,4,85.55,7.86,28.69,Chennai,student429@college.edu
1430,Student_430,Female,19,ME,3,61.72,20.29,20.42,Pune,student430@college.edu
1431,Student_431,Male,20,CE,5,87.47,20.8,28.34,Mumbai,student431@college.edu
1432,Student_432,Female,24,ECE,6,95.89,17.79,25.16,Delhi,student432@college.edu
1433,Student_433,Male,18,CSE,1,55.4,22.07,57.71,Kolkata,student433@college.edu
1434,Student_434,Female,23,CSE,8,61.63,19.75,12,Bangalore,student434@college.edu
1435,Student_435,Female,22,EEE,8,87.51,22.64,50.14,Mumbai,student435@college.edu
1436,Student_436,Female,20,EEE,8,63.73,13.68,59.44,Kolkata,student436@college.edu
1437,Student_437,Female,22,CSE,4,81.23,19.95,41.25,Chennai,student437@college.edu
1438,Student_438,Female,19,ME,8,54.06,25,70.55,Bangalore,student438@college.edu
1439,Student_439,Male,19,IT,7,72.61,19.5,56.01,Mumbai,student439@college.edu
1440,Student_440,Male,19,ME,8,86.95,7.28,58.62,Bangalore,student440@college.edu
1441,Student_441,Male,17,EEE,3,84.33,15.37,22.8,Pune,student441@college.edu
1442,Student_442,Female,22,CE,6,90.75,16.75,,Pune,student442@college.edu
1443,Student_443,Male,20,CSE,8,93.87,8.48,64.09,Hyderabad,student443@college.edu
1444,Student_444,Female,24,EEE,8,88.66,24.26,33.48,Delhi,student444@college.edu
1445,Student_445,Female,20,EEE,5,83.58,8.51,23.87,Delhi,student445@college.edu
1446,Student_446,Male,21,IT,6,51.59,8.55,35.03,Kolkata,student446@college.edu
1447,Student_447,Male,21,CSE,8,76.75,23.3,58.07,Delhi,student447@college.edu
1448,Student_448,Female,23,IT,4,51.88,14.3,37.15,Bangalore,student448@college.edu
1449,Student_449,Male,24,CSE,2,90.4,6.26,57.88,Bangalore,student449@college.edu
1450,Student_450,Female,21,IT,7,66.04,16.96,17.38,Hyderabad,student450@college.edu
1451,Student_451,Female,19,ME,4,78.12,17.04,62.39,Pune,student451@college.edu
1452,Student_452,Female,20,CE,1,63.97,6.29,,Mumbai,student452@college.edu
1453,Student_453,Female,22,CE,4,89.13,24.45,26.18,Mumbai,student453@college.edu
1454,Student_454,Female,19,CSE,5,94.33,15.88,48.37,Pune,student454@college.edu
1455,Student_455,Male,17,ECE,5,69.93,16.2,14.56,Chennai,student455@college.edu
1456,Student_456,Male,21,EEE,8,93.15,15.4,11.71,Pune,student456@college.edu
1457,Student_457,Female,19,EEE,4,63.35,17.21,26.97,Mumbai,student457@college.edu
1458,Student_458,Female,19,CSE,5,76.73,10.29,44.97,Kolkata,student458@college.edu
1459,Student_459,Male,17,IT,2,92.94,10.74,69,,student459@college.edu
1460,Student_460,Male,18,ECE,6,66.29,15.23,65.02,Pune,student460@college.edu
1461,Student_461,Female,20,ME,4,97.7,21.13,41.88,Chennai,student461@college.edu
1462,Student_462,Male,22,IT,7,56.09,6,12.41,Kolkata,student462@college.edu
1463,Student_463,Female,23,IT,2,50.91,17.07,44.79,Pune,student463@college.edu
1464,Student_464,Male,18,CSE,8,95.21,21.14,55.81,Kolkata,student464@college.edu
1465,Student_465,Female,21,CSE,6,53.43,8.14,32.05,Pune,student465@college.edu
1466,Student_466,Male,19,EEE,7,99.59,5.3,17.22,Kolkata,student466@college.edu
1467,Student_467,Female,24,CSE,8,97.57,11.25,28.11,Bangalore,student467@college.edu
1468,Student_468,Male,17,CSE,7,56.85,16.76,60.15,Delhi,student468@college.edu
1469,Student_469,Male,17,CSE,8,76.88,7.77,32.83,Kolkata,student469@college.edu
1470,Student_470,Female,24,EEE,7,59.25,13.52,62.78,Bangalore,student470@college.edu
1471,Student_471,Male,20,ME,6,71.41,16.05,30.77,Delhi,student471@college.edu
1472,Student_472,Female,18,ME,2,53.07,16.98,20.63,Mumbai,student472@college.edu
1473,Student_473,Male,23,CSE,7,61.2,10.49,38.33,Delhi,student473@college.edu
1474,Student_474,Female,20,EEE,7,68.16,13,,Kolkata,student474@college.edu
1475,Student_475,Male,24,ME,3,71.93,20.57,11.05,Hyderabad,student475@college.edu
1476,Student_476,Female,19,IT,4,98.87,23.82,17.61,Hyderabad,student476@college.edu
1477,Student_477,Male,24,ME,6,90.39,22.24,22.02,Mumbai,student477@college.edu
1478,Student_478,Female,20,ME,8,86.87,16.29,17.38,Kolkata,student478@college.edu
1479,Student_479,Male,22,EEE,6,76.85,13.21,32.2,Delhi,student479@college.edu
1480,Student_480,Female,17,IT,5,92,11.66,72.7,Hyderabad,student480@college.edu
1481,Student_481,Female,17,EEE,8,66.97,7.5,43.1,Pune,student481@college.edu
1482,Student_482,Female,21,CSE,6,85.44,7.13,,Chennai,student482@college.edu
1483,Student_483,Male,21,CE,2,99.69,18.77,33.17,Kolkata,student483@college.edu
1484,Student_484,Female,24,ME,8,65.73,10.2,31.03,Bangalore,student484@college.edu
1485,Student_485,Male,23,CE,8,83.7,10.09,11.5,Bangalore,student485@college.edu
1486,Student_486,Female,19,EEE,6,92.22,24.96,42.52,Pune,student486@college.edu
1487,Student_487,Male,22,EEE,8,95.79,8.76,41.43,Pune,student487@college.edu
1488,Student_488,Female,18,EEE,3,85.9,7.96,20.26,Kolkata,student488@college.edu
1489,Student_489,Male,20,CE,4,64.18,6.97,59.68,Chennai,student489@college.edu
1490,Student_490,Male,23,EEE,8,66.31,16.6,42.02,Hyderabad,student490@college.edu
1491,Student_491,Female,19,CSE,4,51.04,17.56,32.03,Chennai,student491@college.edu
1492,Student_492,Male,21,EEE,6,88.04,12.3,19.55,Mumbai,student492@college.edu
1493,Student_493,Male,24,ECE,7,52.14,15.71,,Delhi,student493@college.edu
1494,Student_494,Female,20,CE,1,93.23,20.77,58.93,Delhi,student494@college.edu
1495,Student_495,Male,21,ECE,1,55.93,21.36,28.33,Pune,student495@college.edu
1496,Student_496,Male,24,EEE,7,58.59,24.16,24.22,Hyderabad,student496@college.edu
1497,Student_497,Male,20,CSE,7,73.83,21.49,43.93,Chennai,student497@college.edu
1498,Student_498,Female,18,ME,7,86.89,16.3,20.1,Pune,student498@college.edu
1499,Student_499,Male,19,IT,2,56.95,8.59,53.33,Kolkata,student499@college.edu
1500,Student_500,Female,20,IT,1,72,7,49.35,Pune,student500@college.edu
1501,Student_501,Male,22,EEE,7,74.14,6.09,15.66,Kolkata,student501@college.edu
1502,Student_502,Male,23,CSE,2,60.61,18.33,,Kolkata,student502@college.edu
1503,Student_503,Male,17,CE,5,55.78,21.15,50.32,Mumbai,student503@college.edu
1504,Student_504,Female,22,ECE,8,91.82,15.17,29.13,Mumbai,student504@college.edu
1505,Student_505,Male,22,ECE,2,75.12,6.09,15.62,Kolkata,student505@college.edu
1506,Student_506,Male,23,ECE,1,50.72,15.71,59.36,Hyderabad,student506@college.edu
1507,Student_507,Female,17,CE,6,90.15,23.71,30.41,Mumbai,student507@college.edu
1508,Student_508,Male,22,IT,5,99.04,16.95,39.87,Mumbai,student508@college.edu
1509,Student_509,Female,20,CSE,1,80.3,21.19,25.39,Delhi,student509@college.edu
1510,Student_510,Female,20,CE,8,75.19,21,50.78,Pune,student510@college.edu
1511,Student_511,Male,20,ECE,2,93.92,23.64,29.6,Delhi,student511@college.edu
1512,Student_512,Female,17,EEE,3,97.63,20.4,72.92,Hyderabad,student512@college.edu
1513,Student_513,Male,22,ME,4,87.73,19.95,55.69,Mumbai,student513@college.edu
1514,Student_514,Female,24,CE,8,72.27,9.68,,Bangalore,student514@college.edu
1515,Student_515,Female,17,CE,1,79.61,6.2,37.09,Mumbai,student515@college.edu
1516,Student_516,Male,20,CSE,7,85.05,15.35,35.05,Chennai,student516@college.edu
1517,Student_517,Female,23,CSE,2,59.71,7.49,44.73,Hyderabad,student517@college.edu
1518,Student_518,Female,22,CE,7,72.36,24.24,64.73,Bangalore,student518@college.edu
1519,Student_519,Female,22,ECE,7,91.49,10.8,47.92,Pune,student519@college.edu
1520,Student_520,Female,21,ME,7,82.74,22.06,14,Pune,student520@college.edu
1521,Student_521,Female,21,CSE,7,70.56,12.75,52.6,Bangalore,student521@college.edu
1522,Student_522,Male,18,ECE,7,83.17,11.46,10.54,,student522@college.edu
1523,Student_523,Female,24,EEE,5,55.91,23.7,60.7,Bangalore,student523@college.edu
1524,Student_524,Male,24,CSE,1,70.07,12.27,,Hyderabad,student524@college.edu
1525,Student_525,Female,19,ECE,8,89.66,12.81,30.07,Bangalore,student525@college.edu
1526,Student_526,Male,24,ECE,1,61.03,7.12,29.01,Bangalore,student526@college.edu
1527,Student_527,Male,21,ME,8,59.3,18.41,61.89,Chennai,student527@college.edu
1528,Student_528,Female,17,ME,4,97.54,10.78,60.92,Chennai,student528@college.edu
1529,Student_529,Female,24,EEE,2,60.49,16.71,32.9,Delhi,student529@college.edu
1530,Student_530,Female,21,ECE,3,63.05,16.83,29.43,Hyderabad,student530@college.edu
1531,Student_531,Male,18,IT,5,98.48,19.38,46.39,Hyderabad,student531@college.edu
1532,Student_532,Female,22,ECE,2,86.74,19.9,10.54,Chennai,student532@college.edu
1533,Student_533,Male,24,ME,5,84.98,15.29,15.37,Kolkata,student533@college.edu
1534,Student_534,Male,18,IT,8,92.65,11.62,,Kolkata,student534@college.edu
1535,Student_535,Male,22,CSE,1,55.79,21.75,22.05,Delhi,student535@college.edu
1536,Student_536,Female,23,CSE,7,85.3,11.2,43.28,Kolkata,student536@college.edu
1537,Student_537,Female,23,CE,4,75.18,15.15,74.5,Kolkata,student537@college.edu
1538,Student_538,Male,22,ME,4,91.46,13.03,52.42,Kolkata,student538@college.edu
1539,Student_539,Male,24,CE,6,75.41,22.1,13.98,Mumbai,student539@college.edu
1540,Student_540,Female,19,IT,3,81.01,13.64,44.16,Delhi,student540@college.edu
1541,Student_541,Male,21,ME,4,73.89,12.72,42.28,Chennai,student541@college.edu
1542,Student_542,Female,17,EEE,7,73.91,18.8,19.37,Kolkata,student542@college.edu
1543,Student_543,Male,17,ECE,1,88.4,17.05,69.82,Pune,student543@college.edu
1544,Student_544,Female,20,EEE,3,81.43,7.14,38.65,Bangalore,student544@college.edu
1545,Student_545,Male,22,IT,8,81.66,15.16,,Mumbai,student545@college.edu
1546,Student_546,Female,17,ME,2,72.51,19.71,37.3,Kolkata,student546@college.edu
1547,Student_547,Male,24,IT,8,76.56,24.84,49.52,Bangalore,student547@college.edu
1548,Student_548,Female,19,ECE,7,87.29,17.58,16.81,Bangalore,student548@college.edu
1549,Student_549,Female,22,CSE,7,91.3,12.41,39.52,Mumbai,student549@college.edu
1550,Student_550,Male,19,CSE,4,84.83,9.52,25.52,Delhi,student550@college.edu
1551,Student_551,Male,24,IT,3,96.2,22.46,64.31,Pune,student551@college.edu
1552,Student_552,Female,17,CE,1,91.02,21.29,60.95,Pune,student552@college.edu
1553,Student_553,Male,17,ME,8,78.09,9.68,63.57,Pune,student553@college.edu
1554,Student_554,Female,20,ME,6,83.57,9.01,57.03,Kolkata,student554@college.edu
1555,Student_555,Male,17,CSE,8,96.32,19.3,,Mumbai,student555@college.edu
1556,Student_556,Female,22,EEE,5,80.96,11.3,23.05,Pune,student556@college.edu
1557,Student_557,Female,24,ECE,5,91.24,11.13,39.38,Bangalore,student557@college.edu
1558,Student_558,Female,23,EEE,1,84.44,8.05,54.97,Bangalore,student558@college.edu
1559,Student_559,Female,24,EEE,1,77.6,10.28,51.43,Hyderabad,student559@college.edu
1560,Student_560,Female,22,IT,5,62.09,13.55,56.56,Hyderabad,student560@college.edu
1561,Student_561,Female,22,CSE,6,71.3,19.66,24.58,Mumbai,student561@college.edu
1562,Student_562,Male,20,CSE,3,98.39,11.73,16.4,Kolkata,student562@college.edu
1563,Student_563,Male,20,CSE,5,82.89,11.57,69.59,Kolkata,student563@college.edu
1564,Student_564,Male,17,IT,1,78.22,10.7,46.41,Delhi,student564@college.edu
1565,Student_565,Female,18,CE,4,96.65,14.57,20,Delhi,student565@college.edu
1566,Student_566,Female,24,EEE,2,79.33,8.61,61.57,Pune,student566@college.edu
1567,Student_567,Female,24,IT,6,76.3,14.71,,,student567@college.edu
1568,Student_568,Female,18,ME,7,87.97,19.08,21.02,Bangalore,student568@college.edu
1569,Student_569,Male,20,ECE,6,85.63,5.6,63.13,Delhi,student569@college.edu
1570,Student_570,Male,17,CE,4,59.66,5.2,70.66,Kolkata,student570@college.edu
1571,Student_571,Female,18,ME,4,73.57,6.5,70.99,Bangalore,student571@college.edu
1572,Student_572,Male,17,EEE,7,73.63,15.71,69.42,Chennai,student572@college.edu
1573,Student_573,Male,17,CSE,8,68.91,22.09,45.52,Delhi,student573@college.edu
1574,Student_574,Female,17,EEE,1,75.86,5.1,33.15,Mumbai,student574@college.edu
1575,Student_575,Male,21,IT,5,70.66,23.73,,Hyderabad,student575@college.edu
1576,Student_576,Female,22,ECE,8,59.97,7.13,13.96,Delhi,student576@college.edu
1577,Student_577,Male,17,IT,3,70.62,21.84,37.87,Delhi,student577@college.edu
1578,Student_578,Female,21,CE,6,53.61,14.66,35.96,Mumbai,student578@college.edu
1579,Student_579,Female,20,CE,7,78.79,18.19,22.01,Kolkata,student579@college.edu
1580,Student_580,Female,18,ECE,6,92.68,15.21,35.71,Pune,student580@college.edu
1581,Student_581,Female,22,ME,8,86.26,14.54,21.35,Mumbai,student581@college.edu
1582,Student_582,Male,23,ME,4,68.02,21.7,65.17,Pune,student582@college.edu
1583,Student_583,Female,18,CE,5,54.35,20.12,29.38,Delhi,student583@college.edu
1584,Student_584,Female,22,CE,6,60.11,14.67,48.91,Kolkata,student584@college.edu
1585,Student_585,Female,23,CSE,3,77.27,7.23,42.68,Chennai,student585@college.edu
1586,Student_586,Male,18,ME,4,60.35,7.31,13.37,Delhi,student586@college.edu
1587,Student_587,Female,22,ECE,3,77.2,21.03,71.25,Mumbai,student587@college.edu
1588,Student_588,Male,18,ME,5,61.58,15.59,44.27,Chennai,student588@college.edu
1589,Student_589,Female,18,CSE,6,92.45,14.63,31.13,Hyderabad,student589@college.edu
1590,Student_590,Male,23,IT,2,69.86,18.61,20.28,Chennai,student590@college.edu
1591,Student_591,Male,18,CE,8,62.28,22.18,32,Mumbai,student591@college.edu
1592,Student_592,Female,18,CE,6,90.62,17.58,11.33,Bangalore,student592@college.edu
1593,Student_593,Male,23,CSE,8,67.14,20.26,33.63,Chennai,student593@college.edu
1594,Student_594,Female,20,ECE,5,55.57,20.31,44.55,Mumbai,student594@college.edu
1595,Student_595,Female,17,CE,6,78.52,12.13,66.67,Bangalore,student595@college.edu
1596,Student_596,Female,24,EEE,8,79.08,10.48,54.68,Delhi,student596@college.edu
1597,Student_597,Male,19,CE,7,85.73,21.02,17.25,Bangalore,student597@college.edu
1598,Student_598,Male,21,EEE,8,62.01,12.54,19.6,Kolkata,student598@college.edu
1599,Student_599,Female,19,CSE,6,72.19,23.07,37.83,Hyderabad,student599@college.edu
1600,Student_600,Female,19,CSE,1,64.12,6.39,22.72,Bangalore,student600@college.edu
1601,Student_601,Male,22,CE,6,54.05,6.16,11.81,Kolkata,student601@college.edu
1602,Student_602,Female,17,ME,6,93.83,23.54,62.33,Kolkata,student602@college.edu
1603,Student_603,Female,22,EEE,8,86.44,17.97,11.27,Kolkata,student603@college.edu
1604,Student_604,Female,17,ECE,3,65.07,12.59,63.99,Bangalore,student604@college.edu
1605,Student_605,Male,23,CE,2,79.97,20.1,19.37,Mumbai,student605@college.edu
1606,Student_606,Male,23,ECE,3,60.06,18.45,73.35,Mumbai,student606@college.edu
1607,Student_607,Male,24,CE,8,94.51,15.62,49.25,Hyderabad,student607@college.edu
1608,Student_608,Female,17,ME,3,55.75,6.98,57.77,Mumbai,student608@college.edu
1609,Student_609,Female,18,ME,4,50.19,21.24,17.18,Pune,student609@college.edu
1610,Student_610,Female,20,ME,1,75.1,22.32,66.04,Mumbai,student610@college.edu
1611,Student_611,Male,24,IT,3,79.16,8.44,64.55,Mumbai,student611@college.edu
1612,Student_612,Female,24,ME,7,78.95,22.01,52.44,Mumbai,student612@college.edu
1613,Student_613,Female,18,CSE,5,52.73,22.56,42.65,Delhi,student613@college.edu
1614,Student_614,Female,20,CSE,7,65.7,15.99,56.9,Hyderabad,student614@college.edu
1615,Student_615,Female,22,IT,5,74.96,18.12,10.39,,student615@college.edu
1616,Student_616,Male,20,EEE,6,60.83,12.64,48.51,Mumbai,student616@college.edu
1617,Student_617,Male,22,ECE,4,93.63,10.64,65.08,Hyderabad,student617@college.edu
1618,Student_618,Female,23,CE,1,54.36,19.44,33.2,Chennai,student618@college.edu
1619,Student_619,Male,19,CE,7,74.37,22.24,17.04,Delhi,student619@college.edu
1620,Student_620,Male,23,IT,1,84.57,18.08,37.36,Bangalore,student620@college.edu
1621,Student_621,Female,23,CSE,7,63.09,15.23,57.26,Mumbai,student621@college.edu
1622,Student_622,Female,19,CE,6,81.21,8.18,16.97,Pune,student622@college.edu
1623,Student_623,Male,20,CSE,5,91.47,6.07,23.39,Delhi,student623@college.edu
1624,Student_624,Female,24,EEE,2,59.52,13.91,19.59,Pune,student624@college.edu
1625,Student_625,Male,20,ECE,4,95.86,5.99,61.8,Bangalore,student625@college.edu
1626,Student_626,Female,22,EEE,7,77.68,16.39,14.09,Bangalore,student626@college.edu
1627,Student_627,Male,18,IT,7,64.96,12.65,54.63,Delhi,student627@college.edu
1628,Student_628,Female,22,ME,6,71.54,20.14,33.82,Chennai,student628@college.edu
1629,Student_629,Male,18,ME,4,65.61,11.11,59.13,Hyderabad,student629@college.edu
1630,Student_630,Male,23,ME,5,86.26,16.86,72.68,Delhi,student630@college.edu
1631,Student_631,Male,19,EEE,5,89.82,15.75,17.45,Kolkata,student631@college.edu
1632,Student_632,Female,23,CE,7,91.65,5.09,30.44,Bangalore,student632@college.edu
1633,Student_633,Male,17,ECE,2,99.29,6.45,62.66,Chennai,student633@college.edu
1634,Student_634,Male,20,ME,2,89.56,10.81,27.3,Bangalore,student634@college.edu
1635,Student_635,Female,18,IT,1,80.07,22.64,23.98,Kolkata,student635@college.edu
1636,Student_636,Female,22,IT,4,66.96,7.94,63.65,Chennai,student636@college.edu
1637,Student_637,Male,19,ME,4,77.23,19.22,74.16,Bangalore,student637@college.edu
1638,Student_638,Male,18,ME,5,52.05,24.47,46.2,Kolkata,student638@college.edu
1639,Student_639,Female,22,ECE,1,87.24,20.81,28.07,Kolkata,student639@college.edu
1640,Student_640,Female,20,ME,6,72.3,9.86,35.91,Bangalore,student640@college.edu
1641,Student_641,Female,23,ECE,4,51,23.17,21.06,Bangalore,student641@college.edu
1642,Student_642,Female,20,IT,1,53.13,6.86,59.52,Pune,student642@college.edu
1643,Student_643,Female,21,ME,1,69.37,14.36,60.28,Delhi,student643@college.edu
1644,Student_644,Male,17,EEE,7,79.17,22.75,66.88,Delhi,student644@college.edu
1645,Student_645,Female,21,EEE,5,73.21,17.83,11.73,Chennai,student645@college.edu
